gender,age,marital_status,education,nb_depend_child,employ_status,yrs_current_job,yrs_employed,net_income,spouse_work,spouse_income,residential_status,yrs_current_address,product,purchase
M,43,single,highsch,0,unemployed,0,11,0,no,0,owner_morg,3,derivatives,yes
M,55,single,univ,0,full_time,12,18,92969,no,0,tenant,8,bonds,no
F,28,divorced,univ,2,full_time,0,4,53125,no,0,tenant,4,derivatives,no
F,43,single,univ,0,full_time,7,20,79688,no,0,owner_morg,2,stocks,no
F,23,single,highsch,0,self_employ,2,3,38250,no,0,tenant,5,stocks,yes
M,23,married,univ,0,part_time,3,3,31875,yes,56325,owner,7,derivatives,yes
F,25,married,univ,0,self_employ,4,3,63750,yes,42145,owner_morg,5,stocks,yes
M,28,married,highsch,1,unemployed,0,3,0,yes,34864,tenant,6,bonds,yes
M,55,single,highsch,0,part_time,11,24,33469,no,0,tenant,10,bonds,no
F,23,single,basic,0,self_employ,1,3,25500,no,0,owner_morg,7,derivatives,no
M,49,single,postgrad,0,full_time,9,18,127500,no,0,owner_morg,13,derivatives,yes
F,30,married,univ,1,part_time,1,4,47813,yes,57097,owner_morg,7,bonds,yes
F,41,married,highsch,0,part_time,3,9,28688,yes,36978,tenant,7,stocks,no
M,42,divorced,highsch,2,self_employ,6,19,57375,no,0,owner_morg,4,derivatives,yes
M,38,single,highsch,0,self_employ,2,6,57375,no,0,tenant,5,stocks,no
M,36,married,highsch,0,self_employ,4,6,57375,yes,50957,tenant,5,bonds,no
F,23,single,basic,0,part_time,1,2,12750,no,0,tenant,8,bonds,yes
F,29,single,basic,0,part_time,1,2,12750,no,0,owner_morg,2,derivatives,no
M,28,married,highsch,3,full_time,4,7,31875,yes,44347,tenant,1,bonds,yes
F,35,widowed,univ,0,unemployed,0,9,0,no,0,tenant,5,derivatives,yes
M,22,single,basic,0,full_time,1,3,21250,no,0,owner_morg,6,stocks,no
F,37,single,postgrad,0,full_time,3,9,127500,no,0,owner,10,derivatives,no
M,60,widowed,postgrad,2,full_time,0,30,148750,no,0,owner_morg,8,derivatives,yes
F,25,married,univ,0,unemployed,0,0,0,yes,53890,tenant,4,bonds,no
M,24,single,univ,0,part_time,0,2,31875,no,0,owner_morg,8,stocks,no
M,58,divorced,highsch,3,full_time,20,22,55781,no,0,tenant,10,bonds,yes
M,30,widowed,basic,1,unemployed,0,0,0,no,0,owner_morg,10,derivatives,yes
M,41,single,univ,0,full_time,11,12,79688,no,0,tenant,10,stocks,no
M,21,single,highsch,0,unemployed,0,2,0,no,0,w_parents,3,derivatives,no
F,37,married,univ,1,self_employ,1,13,95625,yes,64505,owner_morg,10,bonds,yes
F,65,single,highsch,0,full_time,3,14,55781,no,0,tenant,1,bonds,yes
F,52,married,univ,1,part_time,5,4,55781,yes,46967,owner,2,derivatives,yes
M,52,single,postgrad,0,full_time,2,19,148750,no,0,owner,2,stocks,no
M,72,divorced,postgrad,0,retired,13,34,59500,no,0,tenant,6,bonds,no
F,63,single,highsch,0,unemployed,0,19,0,no,0,tenant,9,bonds,yes
F,28,single,highsch,0,full_time,4,5,31875,no,0,tenant,8,stocks,yes
F,21,married,basic,1,full_time,2,2,21250,yes,56619,tenant,4,derivatives,yes
M,58,married,univ,1,self_employ,13,13,111563,yes,77704,owner,7,derivatives,yes
M,46,single,basic,0,part_time,1,14,19125,no,0,owner,15,derivatives,no
F,36,single,basic,0,part_time,0,10,19125,no,0,tenant,5,stocks,no
F,22,married,highsch,1,self_employ,2,3,38250,no,0,tenant,4,derivatives,yes
F,23,divorced,highsch,1,full_time,2,3,31875,no,0,tenant,4,bonds,yes
M,32,widowed,highsch,3,unemployed,0,10,0,no,0,tenant,7,derivatives,yes
M,39,single,univ,0,unemployed,0,6,0,no,0,tenant,10,stocks,no
F,44,single,univ,0,self_employ,5,7,95625,no,0,owner,7,derivatives,no
M,38,married,highsch,3,self_employ,8,12,57375,yes,49121,tenant,3,derivatives,yes
M,37,single,univ,0,full_time,4,10,79688,no,0,owner,5,derivatives,yes
F,34,single,univ,0,unemployed,0,2,0,no,0,tenant,9,derivatives,no
F,65,married,highsch,3,part_time,24,30,33469,yes,38349,tenant,14,bonds,yes
F,23,divorced,highsch,0,unemployed,0,0,0,no,0,tenant,4,stocks,yes
F,20,single,basic,0,full_time,1,2,21250,no,0,w_parents,6,bonds,yes
M,23,divorced,univ,0,self_employ,2,2,63750,no,0,tenant,5,bonds,no
M,39,divorced,univ,0,self_employ,5,9,95625,no,0,owner,5,bonds,no
M,28,single,univ,0,self_employ,1,4,63750,no,0,owner_morg,2,bonds,no
M,29,divorced,highsch,2,full_time,3,8,31875,no,0,owner,7,derivatives,yes
M,40,married,univ,3,part_time,2,14,47813,yes,56404,owner_morg,5,derivatives,yes
F,23,divorced,highsch,0,full_time,0,1,31875,no,0,owner,5,derivatives,no
F,37,single,highsch,0,unemployed,0,1,0,no,0,tenant,1,stocks,no
M,69,divorced,basic,0,retired,14,24,14875,no,0,tenant,8,bonds,no
F,36,married,univ,3,full_time,0,12,79688,yes,74962,owner,2,bonds,yes
F,37,widowed,highsch,3,unemployed,0,5,0,no,0,tenant,12,derivatives,yes
F,23,single,univ,0,part_time,2,2,31875,no,0,owner,7,derivatives,no
F,22,single,highsch,0,self_employ,2,2,38250,no,0,owner_morg,6,derivatives,no
F,31,married,highsch,2,self_employ,2,10,57375,yes,34604,owner_morg,1,derivatives,yes
M,52,widowed,highsch,1,full_time,16,24,55781,no,0,tenant,8,derivatives,yes
F,59,divorced,postgrad,0,full_time,11,30,148750,no,0,owner,6,bonds,yes
F,36,married,univ,2,self_employ,0,7,95625,no,0,owner_morg,4,bonds,yes
M,25,married,basic,0,self_employ,2,3,25500,yes,58932,owner_morg,9,derivatives,yes
F,50,divorced,highsch,1,full_time,0,26,55781,no,0,tenant,13,stocks,no
M,27,widowed,univ,2,unemployed,0,1,0,no,0,tenant,3,derivatives,yes
M,41,divorced,highsch,1,unemployed,0,2,0,no,0,tenant,3,bonds,yes
M,33,divorced,univ,1,unemployed,0,2,0,no,0,owner_morg,12,derivatives,yes
M,29,divorced,univ,0,full_time,4,3,53125,no,0,tenant,8,bonds,no
F,31,divorced,univ,2,self_employ,1,2,95625,no,0,tenant,9,stocks,no
F,22,married,basic,0,full_time,0,0,21250,yes,25427,owner_morg,3,derivatives,no
M,21,single,highsch,0,unemployed,0,0,0,no,0,w_parents,6,stocks,yes
F,38,single,highsch,0,full_time,6,6,47813,no,0,tenant,8,stocks,no
M,21,single,highsch,0,part_time,0,2,19125,no,0,w_parents,4,derivatives,no
M,25,widowed,highsch,3,full_time,3,6,31875,no,0,tenant,7,derivatives,yes
M,28,single,univ,0,unemployed,0,3,0,no,0,tenant,3,bonds,no
M,22,divorced,highsch,0,self_employ,2,3,38250,no,0,tenant,3,stocks,yes
F,23,divorced,univ,0,unemployed,0,4,0,no,0,tenant,6,bonds,yes
F,53,divorced,univ,0,part_time,13,18,55781,no,0,owner,10,bonds,yes
F,32,divorced,postgrad,3,full_time,1,4,127500,no,0,owner_morg,4,bonds,yes
F,33,married,univ,2,self_employ,3,12,95625,yes,63528,owner,4,derivatives,yes
M,39,single,highsch,0,unemployed,0,12,0,no,0,tenant,15,bonds,no
F,20,single,basic,0,full_time,0,0,21250,no,0,w_parents,3,bonds,yes
M,37,single,basic,0,unemployed,0,12,0,no,0,owner,10,stocks,no
F,30,divorced,univ,2,full_time,6,5,79688,no,0,tenant,11,stocks,no
M,54,married,highsch,1,self_employ,6,25,66938,yes,61978,tenant,12,derivatives,yes
M,30,married,postgrad,1,full_time,3,7,127500,no,0,owner_morg,5,stocks,no
M,31,married,postgrad,1,part_time,3,7,76500,yes,63608,owner_morg,5,bonds,yes
M,66,married,postgrad,2,self_employ,6,32,178500,yes,89688,tenant,9,stocks,no
F,27,single,highsch,0,unemployed,0,6,0,no,0,tenant,1,stocks,yes
F,27,divorced,highsch,2,part_time,0,5,19125,no,0,tenant,10,bonds,yes
M,23,married,univ,1,part_time,2,2,31875,no,0,tenant,4,bonds,no
F,71,single,univ,0,unemployed,0,3,0,no,0,owner_morg,10,derivatives,no
M,30,married,highsch,2,unemployed,0,3,0,no,0,tenant,15,bonds,yes
M,32,single,highsch,0,unemployed,0,8,0,no,0,tenant,10,derivatives,yes
M,40,divorced,basic,0,self_employ,4,7,38250,no,0,owner,14,bonds,no
M,31,widowed,univ,3,full_time,5,9,79688,no,0,tenant,3,derivatives,yes
F,75,widowed,highsch,2,unemployed,0,43,0,no,0,owner,1,derivatives,yes
M,39,married,highsch,1,full_time,11,11,47813,no,0,tenant,10,bonds,yes
F,26,single,univ,0,part_time,0,6,31875,no,0,tenant,1,bonds,yes
M,25,married,univ,1,part_time,3,4,31875,yes,54873,owner_morg,4,derivatives,yes
F,34,single,univ,0,full_time,2,8,79688,no,0,tenant,8,bonds,yes
M,35,divorced,highsch,1,full_time,3,4,47813,no,0,owner_morg,15,derivatives,yes
M,24,single,univ,0,self_employ,0,2,63750,no,0,tenant,4,bonds,no
M,44,widowed,univ,2,full_time,13,14,79688,no,0,owner_morg,11,derivatives,yes
F,33,divorced,highsch,1,unemployed,0,6,0,no,0,tenant,12,stocks,no
F,37,widowed,basic,0,part_time,8,10,19125,no,0,owner,2,stocks,no
F,27,married,highsch,2,self_employ,4,3,38250,yes,38544,tenant,4,stocks,yes
M,34,single,postgrad,0,full_time,6,12,127500,no,0,owner,9,bonds,no
M,52,married,basic,1,self_employ,14,24,44625,yes,58196,owner_morg,7,derivatives,yes
M,38,single,highsch,0,full_time,0,2,47813,no,0,tenant,15,bonds,no
M,31,married,basic,2,part_time,5,7,19125,yes,32771,tenant,9,stocks,no
M,51,single,basic,0,unemployed,0,14,0,no,0,tenant,10,derivatives,yes
M,41,single,highsch,0,full_time,8,7,47813,no,0,tenant,5,stocks,no
F,54,divorced,highsch,2,unemployed,0,20,0,no,0,owner,11,derivatives,no
M,22,single,basic,0,part_time,1,1,12750,no,0,owner_morg,7,stocks,yes
F,29,married,highsch,1,self_employ,2,9,38250,no,0,tenant,9,stocks,yes
F,31,widowed,basic,3,unemployed,0,5,0,no,0,tenant,15,derivatives,yes
M,45,divorced,highsch,1,full_time,2,22,47813,no,0,owner,14,derivatives,yes
M,39,widowed,univ,0,part_time,2,13,47813,no,0,tenant,8,derivatives,yes
F,35,divorced,highsch,3,unemployed,0,7,0,no,0,owner,2,derivatives,no
F,31,married,highsch,2,unemployed,0,6,0,yes,47484,owner,4,stocks,no
F,54,married,highsch,2,full_time,5,22,55781,yes,31978,tenant,15,bonds,yes
F,31,divorced,univ,2,full_time,6,9,79688,no,0,tenant,9,stocks,no
F,22,divorced,univ,0,self_employ,0,2,63750,no,0,owner,8,derivatives,no
M,44,married,highsch,1,full_time,5,18,47813,yes,59153,tenant,14,derivatives,yes
M,56,married,highsch,1,unemployed,0,9,0,yes,58798,owner_morg,15,bonds,no
M,35,married,postgrad,1,part_time,5,4,76500,no,0,tenant,9,stocks,no
M,58,divorced,highsch,0,full_time,11,26,55781,no,0,tenant,2,derivatives,no
F,21,single,basic,0,self_employ,0,1,25500,no,0,w_parents,7,bonds,yes
F,40,married,postgrad,2,full_time,3,4,127500,yes,123291,tenant,2,bonds,yes
M,32,divorced,postgrad,1,full_time,7,6,127500,no,0,tenant,7,derivatives,yes
F,44,single,univ,0,part_time,13,18,47813,no,0,tenant,1,stocks,no
F,50,married,highsch,1,part_time,11,9,33469,yes,35666,owner_morg,5,bonds,yes
M,56,divorced,postgrad,0,full_time,0,3,148750,no,0,owner,1,derivatives,yes
F,39,single,highsch,0,self_employ,6,14,57375,no,0,tenant,11,stocks,no
F,34,married,highsch,2,self_employ,4,10,57375,yes,34875,owner_morg,7,derivatives,yes
M,23,married,highsch,1,full_time,2,4,31875,yes,49657,owner,5,derivatives,yes
F,27,single,univ,0,part_time,3,3,31875,no,0,owner,4,derivatives,no
F,60,divorced,highsch,1,self_employ,13,21,66938,no,0,owner,7,stocks,no
M,30,married,univ,1,full_time,1,1,79688,yes,28046,owner,8,bonds,yes
M,31,married,basic,2,part_time,7,8,19125,yes,58925,owner_morg,2,stocks,no
F,39,divorced,univ,2,full_time,11,12,79688,no,0,tenant,6,bonds,yes
F,41,divorced,basic,1,full_time,4,14,31875,no,0,tenant,6,derivatives,no
F,47,divorced,highsch,0,part_time,3,14,28688,no,0,tenant,3,stocks,no
F,37,married,highsch,0,self_employ,4,10,57375,yes,39728,tenant,9,bonds,yes
M,54,single,basic,0,full_time,1,14,37188,no,0,tenant,13,stocks,no
M,22,divorced,highsch,0,full_time,2,3,31875,no,0,owner_morg,4,stocks,yes
F,29,single,highsch,0,full_time,3,3,31875,no,0,tenant,5,bonds,yes
F,25,married,highsch,1,self_employ,0,4,38250,yes,59155,owner_morg,2,derivatives,no
F,33,single,univ,0,full_time,0,2,79688,no,0,owner_morg,3,bonds,no
M,25,married,univ,1,full_time,4,4,53125,yes,43598,owner_morg,10,bonds,yes
F,54,divorced,univ,2,unemployed,0,2,0,no,0,owner_morg,11,stocks,no
M,32,married,univ,0,full_time,3,7,79688,yes,57199,owner_morg,14,stocks,no
M,32,divorced,univ,0,self_employ,7,10,95625,no,0,owner,9,bonds,no
F,26,married,highsch,1,self_employ,3,5,38250,no,0,tenant,9,bonds,yes
M,65,single,basic,0,self_employ,17,22,44625,no,0,tenant,13,derivatives,no
M,49,single,highsch,0,full_time,11,20,47813,no,0,owner_morg,2,derivatives,yes
M,39,divorced,highsch,3,unemployed,0,1,0,no,0,tenant,12,derivatives,yes
F,27,single,postgrad,0,full_time,0,2,85000,no,0,tenant,3,bonds,yes
M,27,divorced,highsch,0,full_time,3,6,31875,no,0,owner,6,stocks,yes
M,36,married,univ,3,unemployed,0,14,0,yes,58062,tenant,11,stocks,no
M,50,divorced,univ,1,unemployed,0,14,0,no,0,tenant,12,bonds,no
F,30,widowed,basic,0,unemployed,0,4,0,no,0,owner,11,stocks,no
M,41,married,univ,2,self_employ,1,2,95625,no,0,tenant,4,stocks,no
F,44,divorced,basic,0,part_time,12,13,19125,no,0,owner_morg,6,stocks,no
M,28,single,basic,0,full_time,0,1,21250,no,0,tenant,9,bonds,no
M,28,single,highsch,0,self_employ,1,2,38250,no,0,tenant,4,stocks,yes
M,45,single,univ,0,self_employ,10,8,95625,no,0,owner,10,derivatives,no
M,28,divorced,highsch,0,full_time,1,8,31875,no,0,owner,8,derivatives,yes
M,40,single,basic,0,part_time,2,10,19125,no,0,tenant,4,stocks,no
F,30,single,univ,0,unemployed,0,2,0,no,0,tenant,6,derivatives,no
F,22,married,basic,1,part_time,2,2,12750,yes,14912,owner,5,derivatives,yes
F,24,widowed,highsch,1,self_employ,1,2,38250,no,0,tenant,4,bonds,yes
M,55,single,highsch,0,self_employ,17,27,66938,no,0,tenant,15,stocks,no
M,57,single,highsch,0,full_time,2,22,55781,no,0,owner,15,stocks,no
M,28,single,postgrad,0,full_time,2,2,85000,no,0,owner,8,bonds,no
F,31,divorced,highsch,1,full_time,2,3,47813,no,0,tenant,3,bonds,yes
F,32,divorced,postgrad,0,full_time,0,2,127500,no,0,owner,5,stocks,no
F,44,divorced,highsch,1,full_time,2,11,47813,no,0,tenant,15,derivatives,no
F,31,widowed,univ,2,part_time,3,4,47813,no,0,tenant,12,bonds,yes
M,42,divorced,univ,0,full_time,7,10,79688,no,0,owner_morg,15,derivatives,yes
M,35,married,univ,2,unemployed,0,0,0,yes,8322,owner,3,bonds,yes
F,37,single,basic,0,self_employ,4,14,38250,no,0,owner_morg,15,bonds,yes
M,48,divorced,basic,0,full_time,13,23,31875,no,0,tenant,14,derivatives,yes
M,28,single,highsch,0,unemployed,0,3,0,no,0,tenant,4,stocks,yes
F,44,married,highsch,3,unemployed,0,15,0,yes,6637,owner,1,stocks,no
M,21,married,highsch,0,unemployed,0,2,0,yes,39806,owner,7,stocks,yes
M,42,widowed,highsch,2,full_time,2,2,47813,no,0,tenant,2,derivatives,yes
M,45,single,highsch,0,part_time,8,7,28688,no,0,tenant,7,bonds,no
M,29,divorced,basic,1,part_time,2,8,12750,no,0,tenant,9,bonds,yes
F,28,single,univ,0,part_time,3,2,31875,no,0,tenant,5,derivatives,no
M,64,divorced,highsch,2,full_time,10,33,55781,no,0,tenant,10,derivatives,yes
F,33,divorced,postgrad,0,full_time,4,10,127500,no,0,owner,1,stocks,no
M,21,married,basic,0,unemployed,0,1,0,yes,55867,tenant,3,bonds,no
F,41,divorced,highsch,3,unemployed,0,10,0,no,0,owner,9,bonds,yes
M,26,single,univ,0,unemployed,0,5,0,no,0,owner_morg,9,derivatives,yes
F,43,married,basic,1,full_time,13,13,31875,no,0,owner,12,bonds,yes
M,47,divorced,highsch,2,self_employ,8,6,57375,no,0,tenant,11,stocks,no
M,58,married,univ,3,self_employ,3,22,111563,no,0,tenant,8,derivatives,yes
F,52,divorced,univ,2,unemployed,0,25,0,no,0,owner,14,bonds,yes
M,20,single,basic,0,part_time,0,1,12750,no,0,w_parents,4,stocks,yes
F,26,married,univ,0,unemployed,0,0,0,yes,20231,tenant,10,stocks,yes
M,49,married,highsch,1,full_time,9,14,47813,yes,52310,tenant,13,stocks,no
F,51,married,basic,0,unemployed,0,21,0,no,0,owner,11,derivatives,no
F,39,married,highsch,1,unemployed,0,6,0,yes,27307,owner,15,bonds,yes
F,24,single,highsch,0,self_employ,1,4,38250,no,0,owner,5,derivatives,no
M,43,married,highsch,2,part_time,7,15,28688,yes,52511,owner_morg,15,derivatives,yes
M,42,single,highsch,0,unemployed,0,10,0,no,0,tenant,12,bonds,no
M,29,single,highsch,0,part_time,1,1,19125,no,0,owner,3,bonds,no
F,21,single,basic,0,self_employ,0,2,25500,no,0,w_parents,7,derivatives,no
M,52,married,basic,0,part_time,8,10,22313,no,0,tenant,6,derivatives,yes
M,32,married,basic,1,full_time,0,2,31875,yes,48723,tenant,7,stocks,no
F,41,single,highsch,0,self_employ,0,8,57375,no,0,tenant,5,stocks,no
F,46,married,highsch,2,full_time,7,11,47813,yes,59112,owner_morg,15,stocks,no
M,21,single,basic,0,full_time,0,1,21250,no,0,w_parents,3,bonds,no
M,48,divorced,basic,3,self_employ,4,14,38250,no,0,tenant,9,bonds,yes
F,41,divorced,univ,1,full_time,12,16,79688,no,0,owner,15,bonds,yes
F,24,single,highsch,0,full_time,0,0,31875,no,0,tenant,7,bonds,yes
M,60,single,highsch,0,full_time,11,10,55781,no,0,owner_morg,2,derivatives,no
M,22,single,basic,0,full_time,0,1,21250,no,0,tenant,3,bonds,no
F,49,single,highsch,0,unemployed,0,8,0,no,0,tenant,6,stocks,no
M,33,single,basic,0,self_employ,8,9,38250,no,0,owner,11,bonds,no
M,36,married,univ,1,self_employ,1,9,95625,yes,66228,tenant,8,bonds,yes
M,48,widowed,highsch,0,self_employ,2,21,57375,no,0,tenant,14,stocks,no
M,40,married,highsch,3,self_employ,0,16,57375,yes,44577,owner,12,bonds,yes
F,29,widowed,highsch,3,full_time,5,4,31875,no,0,tenant,10,stocks,yes
M,30,divorced,highsch,2,full_time,0,2,47813,no,0,tenant,6,derivatives,yes
F,32,divorced,univ,2,full_time,4,7,79688,no,0,owner_morg,3,stocks,no
M,48,divorced,postgrad,2,full_time,13,21,127500,no,0,owner,3,bonds,yes
M,74,widowed,univ,1,unemployed,0,7,0,no,0,owner_morg,11,stocks,no
M,71,divorced,univ,1,unemployed,0,37,0,no,0,owner_morg,6,bonds,yes
M,44,divorced,highsch,2,unemployed,0,21,0,no,0,owner_morg,14,bonds,yes
F,22,divorced,univ,0,full_time,2,2,53125,no,0,tenant,8,derivatives,no
F,30,single,highsch,0,full_time,2,10,47813,no,0,tenant,12,stocks,no
F,27,widowed,highsch,1,full_time,4,4,31875,no,0,owner,4,derivatives,yes
M,63,divorced,basic,1,full_time,6,18,37188,no,0,owner,14,derivatives,no
M,33,married,highsch,1,full_time,7,6,47813,yes,55959,owner_morg,13,stocks,no
M,32,married,highsch,1,unemployed,0,10,0,yes,37300,owner_morg,6,bonds,no
M,49,single,highsch,0,unemployed,0,6,0,no,0,owner_morg,5,bonds,no
F,31,single,univ,0,unemployed,0,7,0,no,0,owner,7,stocks,no
F,25,widowed,univ,2,unemployed,0,3,0,no,0,tenant,1,bonds,yes
F,21,single,highsch,0,self_employ,0,2,38250,no,0,tenant,7,derivatives,no
F,23,married,univ,1,unemployed,0,3,0,yes,22243,owner_morg,4,derivatives,yes
F,23,widowed,univ,1,full_time,1,4,53125,no,0,owner,7,derivatives,yes
M,25,divorced,basic,2,unemployed,0,3,0,no,0,tenant,8,bonds,yes
F,30,married,univ,3,unemployed,0,5,0,yes,43171,owner_morg,6,bonds,no
F,24,single,univ,0,full_time,1,5,53125,no,0,owner_morg,7,derivatives,no
M,53,divorced,univ,1,full_time,6,5,92969,no,0,tenant,5,stocks,no
F,31,married,univ,3,full_time,7,8,79688,no,0,tenant,15,bonds,yes
M,20,single,highsch,0,self_employ,0,0,38250,no,0,tenant,7,bonds,no
M,45,divorced,univ,0,full_time,12,18,79688,no,0,owner,6,stocks,no
F,53,single,highsch,0,full_time,8,16,55781,no,0,owner_morg,7,derivatives,no
M,27,divorced,basic,2,part_time,3,5,12750,no,0,tenant,10,stocks,yes
F,58,married,highsch,3,unemployed,0,10,0,yes,39195,owner_morg,15,bonds,no
F,65,single,highsch,0,unemployed,0,23,0,no,0,owner,5,derivatives,no
F,21,single,highsch,0,unemployed,0,0,0,no,0,w_parents,6,bonds,no
F,35,married,univ,1,unemployed,0,5,0,yes,2823,tenant,4,bonds,no
M,25,divorced,highsch,0,self_employ,3,5,38250,no,0,owner_morg,6,stocks,yes
M,45,widowed,basic,2,part_time,0,20,19125,no,0,owner,1,derivatives,yes
F,37,divorced,basic,0,full_time,5,6,31875,no,0,tenant,4,derivatives,no
F,36,single,univ,0,part_time,7,6,47813,no,0,tenant,1,derivatives,no
M,25,single,univ,0,self_employ,1,1,63750,no,0,owner,5,derivatives,no
M,29,divorced,univ,2,full_time,1,7,53125,no,0,tenant,5,bonds,yes
F,41,divorced,highsch,0,part_time,7,18,28688,no,0,owner_morg,3,stocks,no
M,59,widowed,univ,3,self_employ,10,16,111563,no,0,owner_morg,6,stocks,no
F,34,divorced,highsch,0,unemployed,0,5,0,no,0,tenant,4,derivatives,no
F,34,divorced,univ,2,self_employ,0,9,95625,no,0,owner,9,stocks,no
F,28,widowed,basic,1,self_employ,0,2,25500,no,0,owner_morg,2,derivatives,yes
F,21,single,basic,0,full_time,0,0,21250,no,0,w_parents,3,derivatives,no
M,50,single,univ,0,full_time,5,14,92969,no,0,tenant,9,derivatives,yes
M,39,married,highsch,3,self_employ,5,4,57375,yes,36445,owner_morg,9,derivatives,yes
F,21,single,highsch,0,full_time,2,2,31875,no,0,owner_morg,8,derivatives,no
F,29,single,highsch,0,full_time,0,6,31875,no,0,owner,10,bonds,yes
F,36,divorced,highsch,1,full_time,7,11,47813,no,0,tenant,2,stocks,no
F,46,married,highsch,3,unemployed,0,6,0,yes,16741,tenant,13,derivatives,yes
M,34,married,basic,0,self_employ,0,7,38250,yes,43457,owner,14,bonds,no
F,37,widowed,highsch,3,full_time,6,10,47813,no,0,tenant,13,stocks,no
M,29,single,highsch,0,self_employ,3,8,38250,no,0,tenant,8,bonds,no
F,54,married,univ,0,full_time,9,26,92969,yes,55264,tenant,10,stocks,no
M,39,single,highsch,0,full_time,5,13,47813,no,0,tenant,3,bonds,no
F,20,divorced,highsch,0,unemployed,0,0,0,no,0,tenant,7,stocks,yes
F,67,divorced,univ,0,retired,25,25,37188,no,0,owner_morg,2,derivatives,no
F,23,single,highsch,0,full_time,2,4,31875,no,0,tenant,5,stocks,yes
F,31,single,postgrad,0,full_time,5,5,127500,no,0,tenant,1,derivatives,no
M,26,married,highsch,2,part_time,0,6,19125,yes,28505,owner,4,stocks,yes
F,34,married,basic,3,self_employ,4,6,38250,yes,54581,tenant,9,bonds,yes
M,34,single,postgrad,0,full_time,3,10,127500,no,0,owner_morg,4,derivatives,no
M,29,married,postgrad,1,part_time,6,6,51000,yes,34355,owner,10,stocks,yes
M,25,married,highsch,0,part_time,3,5,19125,yes,59576,tenant,10,derivatives,yes
F,48,single,highsch,0,part_time,11,10,28688,no,0,tenant,3,stocks,no
M,36,single,basic,0,full_time,8,11,31875,no,0,owner,14,stocks,no
M,38,single,highsch,0,part_time,6,6,28688,no,0,tenant,2,derivatives,yes
M,38,divorced,highsch,0,part_time,0,9,28688,no,0,tenant,11,bonds,no
F,41,single,highsch,0,self_employ,11,14,57375,no,0,owner_morg,13,derivatives,no
F,39,single,highsch,0,full_time,5,6,47813,no,0,owner_morg,4,derivatives,no
F,52,married,highsch,2,self_employ,11,26,66938,yes,66026,tenant,12,stocks,no
M,23,single,basic,0,full_time,0,0,21250,no,0,tenant,8,bonds,no
F,20,married,basic,0,self_employ,0,2,25500,yes,26022,tenant,5,bonds,yes
M,72,divorced,highsch,0,unemployed,0,37,0,no,0,tenant,13,bonds,no
M,26,single,highsch,0,unemployed,0,6,0,no,0,tenant,4,derivatives,no
F,29,single,highsch,0,full_time,4,7,31875,no,0,owner,5,stocks,yes
F,21,single,basic,0,full_time,1,1,21250,no,0,w_parents,3,stocks,yes
F,45,married,postgrad,0,full_time,10,21,127500,no,0,owner_morg,13,bonds,yes
M,20,divorced,highsch,0,unemployed,0,1,0,no,0,owner_morg,5,derivatives,yes
M,67,divorced,univ,0,retired,23,39,37188,no,0,tenant,4,stocks,no
F,36,single,highsch,0,part_time,3,12,28688,no,0,owner_morg,11,bonds,yes
M,31,divorced,univ,2,full_time,7,10,79688,no,0,owner,11,stocks,no
M,36,single,basic,0,full_time,4,8,31875,no,0,tenant,6,bonds,no
M,21,single,highsch,0,self_employ,1,2,38250,no,0,owner,5,stocks,yes
F,58,single,postgrad,0,full_time,0,3,148750,no,0,tenant,8,derivatives,no
M,31,single,univ,0,self_employ,2,5,95625,no,0,tenant,8,bonds,no
F,54,divorced,univ,3,full_time,15,20,92969,no,0,tenant,15,derivatives,no
M,24,widowed,highsch,1,full_time,3,4,31875,no,0,tenant,3,stocks,yes
M,22,married,univ,1,self_employ,1,1,63750,no,0,owner,6,derivatives,yes
M,24,married,basic,1,self_employ,3,2,25500,yes,50625,owner,3,stocks,yes
F,34,single,highsch,0,part_time,0,10,28688,no,0,owner,2,derivatives,no
F,80,widowed,highsch,1,unemployed,0,22,0,no,0,owner_morg,8,derivatives,yes
F,58,widowed,univ,0,part_time,13,12,55781,no,0,tenant,7,stocks,no
F,22,widowed,highsch,1,unemployed,0,2,0,no,0,owner_morg,4,stocks,yes
M,49,divorced,highsch,0,full_time,14,21,47813,no,0,tenant,4,stocks,no
M,21,single,highsch,0,self_employ,0,1,38250,no,0,owner_morg,6,bonds,no
F,51,single,highsch,0,unemployed,0,23,0,no,0,tenant,6,bonds,yes
F,34,divorced,univ,0,full_time,5,8,79688,no,0,tenant,11,derivatives,no
F,21,widowed,basic,0,self_employ,0,2,25500,no,0,tenant,4,derivatives,no
M,31,divorced,univ,2,part_time,6,6,47813,no,0,owner,4,bonds,yes
F,50,married,highsch,1,part_time,7,10,33469,yes,40415,tenant,4,derivatives,yes
M,24,widowed,highsch,0,unemployed,0,3,0,no,0,owner,7,bonds,no
M,21,married,basic,0,full_time,2,2,21250,yes,54911,tenant,8,bonds,no
M,34,divorced,basic,3,part_time,8,7,19125,no,0,tenant,11,stocks,no
M,20,single,highsch,0,full_time,1,2,31875,no,0,tenant,6,derivatives,yes
F,26,divorced,highsch,0,part_time,2,6,19125,no,0,tenant,3,stocks,yes
F,51,widowed,univ,0,unemployed,0,4,0,no,0,tenant,13,stocks,no
F,29,single,basic,0,full_time,4,6,21250,no,0,tenant,7,derivatives,no
